anime_titles,anime_ids,anime_genres
Eiga Chibi Maruko-chan: Italia kara Kita Shōnen,18666,"['comedy', 'drama', 'romance']"
Gakuen Handsome,18667,"['comedy', 'romance']"
Yo-kai Watch: Sora Tobu Kujira to Double Sekai no Daibōken da Nyan!,18669,[]
ēlDLIVE,18670,['science fiction']
Gabriel DropOut,18671,['comedy']
My Wife is the Student Council President+!,18672,"['comedy', 'romance']"
Anime De Training! Xx!,18673,['slice of life']
Zegapain ADP,18674,['science fiction']
Under the Dog,18675,"['action', 'science fiction', 'thriller']"
Girlish Number,18676,['comedy']
MARGINAL #4 the Animation,18677,[]
Lostorage incited WIXOSS,18680,"['drama', 'psychological', 'thriller']"
Mahou Shoujo Nante Mouiidesukara. Second Season,18681,"['comedy', 'magic']"
BBK/BRNK: The Gentle Giants of the Galaxy,18682,"['action', 'drama', 'science fiction']"
Kochikame THE FINAL: Ryōtsu Kankichi Saigo no Hi,18683,[]
SENGOKUCHOJYUGIGA,18684,['comedy']
Idol Memories,18685,['drama']
Teekyū,18687,['comedy']
Tenchi Muyo! Ryo Ohki,18688,"['comedy', 'romance', 'science fiction']"
Seven Mortal Sins,18689,['supernatural']
Hand Shakers,18690,"['action', 'science fiction']"
Kabukibu!,18691,[]
Saga of Tanya the Evil,18692,"['action', 'drama', 'magic']"
BanG Dream!,18693,"['comedy', 'drama']"
Aooni The Blue Monster,18694,"['comedy', 'horror', 'supernatural']"
Heybot!,18695,['comedy']
Strike the Blood II,18696,"['action', 'supernatural']"
Miss Bernard said.,18697,['comedy']
The Great Passage,18698,['drama']
12-Sai: Chiccha na Mune no Tokimeki Second Season,18702,['romance']
Granblue Fantasy the Animation,18703,"['adventure', 'fantasy']"
Kubikiri Cycle: Aoiro Savant to Zaregoto Tsukai,18704,[]
Kiitaro's yokai picture diary,18706,"['comedy', 'supernatural']"
Soul Buster,18708,"['adventure', 'fantasy']"
Bungo Stray Dogs 2,18709,"['action', 'comedy', 'drama', 'mystery', 'supernatural']"
Kin-iro Mosaic: Pretty Days,18711,[]
Pigtails,18714,[]
Super Lovers 2,18715,"['comedy', 'drama', 'romance']"
Mysterious Joker Season 4,18716,"['action', 'comedy']"
Bloodivores,18719,"['action', 'supernatural']"
Gekijōban Kuroko no Basuke Last Game,18721,['tournament']
Chi's Sweet Adventure,18723,['slice of life']
Interviews with Monster Girls,18724,"['comedy', 'slice of life', 'supernatural']"
Kekkai Sensen: Ō-sama no Restaurant no Ō-sama,18725,[]
Mahō no Star Magical Emi Semishigure,18726,[]
Cheating Craft,18727,['action']
To Be Hero,18728,['comedy']
Hagane Orchestra,18729,['comedy']
Lupin the IIIrd: Goemon's Blood Spray,18730,['action']
King of Prism: PRIDE the HERO,18731,[]
Crane Game Girls Galaxy,18732,['comedy']
The Glass Mask Year 3 Class D,18733,['comedy']
Akiba's Trip: The Animation,18734,"['action', 'comedy', 'supernatural']"
"""Eiyū"" Kaitai",18735,"['comedy', 'fantasy']"
Luger Code 1951,18744,['supernatural']
Pokémon Sun & Moon,18745,"['adventure', 'tournament']"
Baki-Dou,18746,['tournament']
Mobile Suit Gundam 0083: Stardust Memory - Sora no Kagerō 2,18747,"['action', 'science fiction']"
Kagerou Daze -in a day's-,18748,[]
Masamune-kun's Revenge,18749,"['comedy', 'romance']"
Rainy Cocoa in Hawaii,18750,"['comedy', 'slice of life']"
Assassination Classroom the Movie: 365 Days' Time,18752,[]
Koro Teacher Quest!,18754,[]
RIN-NE 3,18755,"['action', 'comedy', 'supernatural']"
Orange: Mirai,18756,[]
Is the order a rabbit?? Dear My Sister,18757,"['comedy', 'slice of life']"
Rewrite,18758,"['romance', 'supernatural']"
Nyanbo!,18759,"['comedy', 'slice of life']"
Kaiju Girls,18762,"['comedy', 'slice of life']"
Kuroko no Basuke Winter Cup Sōshū-hen: Namida no Saki e,18763,[]
Landreaall,18765,"['adventure', 'fantasy', 'romance']"
Cardfight!! Vanguard G NEXT,18773,['tournament']
Minami Kamakura High School Girls Cycling Club,18776,"['comedy', 'slice of life', 'tournament']"
KONOSUBA - God's blessing on this wonderful world! 2,18777,"['adventure', 'comedy', 'fantasy']"
HARUWO,18778,[]
Tama & Friends: Uchi no Tama Shirimasen ka?,18779,['slice of life']
Tama & Friends: Sagase! Mahō no Punipuni Stone,18780,"['adventure', 'fantasy']"
Kokekko-san,18781,[]
Kinder TV,18782,[]
Pittanko! Nekozakana,18783,['comedy']
Ohayō! Kokekko-san,18784,['slice of life']
Kimoshiba,18785,"['slice of life', 'supernatural']"
Tawawa on Monday,18786,[]
PePePePengiin,18787,['comedy']
Higanjima X,18788,['horror']
Piace: Watashi no Italian,18791,[]
Mutsugo to Ouma no Monogatari,18793,['comedy']
Akashic Records of Bastard Magical Instructor,18795,"['action', 'comedy', 'magic']"
Full Metal Panic! Invisible Victory,18796,"['action', 'science fiction']"
Kemono Friends,18799,"['adventure', 'comedy', 'fantasy']"
Reikenzan: Eichi e no Shikaku,18800,"['adventure', 'comedy', 'fantasy']"
Onihei,18801,"['action', 'drama']"
Black Clover,18802,"['action', 'comedy', 'fantasy']"
Monster Strike The Movie,18803,[]
Chiruran 1/2,18805,"['comedy', 'slice of life']"
Scum's Wish,18806,"['drama', 'erotica', 'psychological', 'romance']"
Miss Kobayashi's Dragon Maid,18807,"['comedy', 'fantasy', 'slice of life']"
The Eccentric Family 2,18812,"['comedy', 'drama', 'fantasy']"
Nyanko Days,18832,"['comedy', 'slice of life']"
Cyborg 009 Call of Justice,18841,"['action', 'science fiction']"
Haikara-San: Here Comes Miss Modern Part 1,18851,"['comedy', 'drama', 'romance']"
Idol Incidents,18859,[]
Eiga Tamagotchi: Himitsu no Otodake Daisakusen!,18860,[]
Seiren,18865,"['comedy', 'romance']"
Ai-Mai-Mi Surgical Friends,18869,['comedy']
Fate/Grand Order: First Order,18870,[]
Napping Princess,18871,[]
Fuuka,18879,"['drama', 'romance']"
Urara Meirocho,18880,"['comedy', 'slice of life', 'supernatural']"
Schoolgirl Strikers Animation Channel,18887,"['action', 'science fiction']"
Descending Stories: Showa Genroku Rakugo Shinju,18888,['drama']
OneRoom,18889,[]
Love Rice,18890,['comedy']
Hinako Note,18894,['slice of life']
Tsugumomo,18895,"['action', 'romance', 'supernatural']"
Kizumonogatari Part 3: Reiketsu,18896,"['action', 'mystery', 'romance', 'supernatural']"
Yuyushiki,18897,['comedy']
Digimon Adventure tri: Loss,18898,[]
Koro Sensei Quest!,18899,[]
Blood Blockade Battlefront & Beyond,18900,"['action', 'comedy', 'drama', 'science fiction', 'supernatural']"
Gintama.,18901,['comedy']
Pokémon Generations,18902,[]
Osomatsu-san Ouma de Kobanashi,18904,[]
Love Tyrant,18906,"['comedy', 'romance', 'supernatural']"
Seitokai Yakuindomo,18907,[]
Angel's 3Piece,18908,"['comedy', 'drama']"
"Night is Short, Walk On Girl",18915,"['comedy', 'romance']"
Sakura Quest,18916,"['adventure', 'comedy', 'drama']"
Saekano: How to Raise a Boring Girlfriend Flat,18917,"['comedy', 'drama', 'romance']"
Tales of Zestiria the X,18918,"['adventure', 'drama', 'fantasy']"
The Royal Tutor,18919,"['comedy', 'fantasy']"
Trinity Seven: Eternal Library & Alchemic Girl,18920,[]
The Laughing Salesman NEW,18921,"['comedy', 'horror', 'psychological', 'thriller']"
Sword Oratoria: Is It Wrong to Try to Pick Up Girls in a Dungeon? On the Side,18922,[]
Boruto: Naruto Next Generations,18934,"['adventure', 'fantasy']"
Chronos Ruler,18936,['action']
Shokugeki no Soma: Shūgetsu no Meguriai,18937,[]
Shokugeki no Soma: Tōtsuki Jūkketsu,18938,[]
Star Blazers 2202,18939,['science fiction']
Nananin no Ayakashi - Chimi Chimi Mōryō!! Ima Monogatari,18940,"['comedy', 'supernatural']"
Natsume Yūjin-Chō Roku,18942,"['drama', 'supernatural']"
Re:CREATORS,18943,"['action', 'drama', 'fantasy', 'thriller']"
Gravity Rush: The Animation - Overture,18944,[]
Tantei Opera Milky Holmes: Fun Fun Party Night - Ken to Janet no Okurimono,18945,[]
Fastest Finger First,18946,['tournament']
Sagrada Reset,18950,"['drama', 'science fiction']"
Made in Abyss,18952,"['adventure', 'drama', 'fantasy', 'psychological', 'science fiction']"
Nanbaka,18956,[]
Chō Shōnen Tantei-dan NEO,18957,['comedy']
Gan Gan Ganko-chan,18958,['science fiction']
Clockwork Planet,18959,['science fiction']
Yamishibai: Japanese Ghost Stories,18960,"['horror', 'supernatural']"
Sentai Heroes Sukiyaki Force - Gunma no Heiwa o Negau Season,18961,['comedy']
Kirakira Precure a la Mode,18962,"['action', 'magic']"
Spiritpact,18963,"['drama', 'romance', 'supernatural']"
Kabaneri of the Iron Fortress,18964,[]
Altair: A Record of Battles,18966,"['adventure', 'fantasy']"
Overlord: Fushisha no Ō,18967,[]
Ao Oni: The Animation,18968,"['horror', 'mystery']"
Armed Girl's Machiavellism,18970,"['action', 'comedy']"
Welcome to the Ballroom,18982,"['drama', 'tournament']"
Fate/Apocrypha,18983,[]
Fate/Extra Last Encore,18984,['action']
WorldEnd,18985,"['adventure', 'drama', 'fantasy', 'romance']"
Monster Strike the Anime,18986,[]
Atom The Beginning,18989,['science fiction']
"Kosuke-sama, Rikimaru-sama: Konpeitō no Ryū",18990,[]
Otokogi,18991,[]
Shin Otokogi,18994,[]
Tonari no Tokoro,18997,['comedy']
Chōyū Sekai: Being the Reality,18998,[]
Saiyuki Reload Blast,18999,[]
Osomatsu-kun: Iyami wa Hitori Kaze no Naka,19000,"['comedy', 'romance']"
Aries: Shinwa no Seiza Miya,19002,[]
Kenka Banchō Otome: Girl Beats Boys,19004,[]
Detective Conan: The Crimson Love Letter,19005,[]
Mobile Suit Gundam Thunderbolt,19006,"['action', 'drama', 'science fiction']"
Magical Circle Guru-Guru,19008,"['adventure', 'comedy', 'fantasy']"
Frame Arms Girl,19010,['science fiction']
KADO - The Right Answer,19011,"['drama', 'science fiction']"
Grimoire of Zero,19014,"['action', 'drama', 'fantasy']"
Berserk,19015,"['fantasy', 'horror']"
Ajin,19017,[]
Gekijōban PriPara: Mi~nna de Kagayake! Kirarin Star Live,19018,[]
Tsukigakirei,19019,"['drama', 'romance']"
Hina Logic - from Luck & Logic,19020,"['comedy', 'fantasy']"
Azure Striker Gunvolt,19021,['science fiction']
Aho-Girl,19022,['comedy']
Alice & Zoroku,19024,"['action', 'drama', 'science fiction', 'supernatural']"
Fate/kaleid liner Prisma Illya: Vow in the Snow,19029,[]
Beyblade Burst God,19030,[]
Lu over the wall,19053,[]
Netsuzou Trap -NTR-,19054,"['drama', 'romance']"
Tsuredure Children,19057,"['comedy', 'romance']"
Future Card Buddyfight Battsu,19092,[]
100% Pascal-sensei,19094,['comedy']
Duel Masters,19095,[]
Kakegurui,19102,"['psychological', 'thriller', 'tournament']"
Clean Freak! Aoyama kun,19104,"['comedy', 'slice of life']"
Love and Lies,19145,"['comedy', 'drama', 'romance']"
Room Mate,19158,[]
Akindo Sei Little Peso,19159,[]
ID-0,19161,['science fiction']
Yu-Gi-Oh! VRAINS,19180,[]
Idolm@ster Cinderella Girls Theater,19183,[]
Vatican Miracle Examiner,19188,"['horror', 'mystery', 'psychological', 'supernatural']"
Tomica Hyper Rescue Drive Head Kidō Kyūkyū Keisatsu,19214,[]
Mary and The Witch's Flower,19223,"['adventure', 'magic', 'thriller']"
My First Girlfriend is a Gal,19254,"['comedy', 'romance', 'slice of life']"
"Doraemon the Movie: ""Kachi-Kochi"" Nobita's Great Adventure in the Antarctic",19255,['adventure']
Yūki Yūna wa Yūsha de Aru: Washio Sumi no Shō,19256,[]
Eiga Precure Dream Stars!,19257,[]
STARMYU,19260,[]
My Hero Academia: Training of the Dead,19306,[]
My Hero Academia,19307,[]
Isobe Isobee Monogatari ~Ukiyo wa Tsurai yo~,19308,[]
On a Lustful Night Mingling with a Priest,19311,['romance']
Rilu Rilu Fairilu: Mahō no Kagami,19316,[]
Is It Wrong to Try to Pick Up Girls in a Dungeon?,19317,[]
Pikaia!!,19318,['science fiction']
High School Fleet,19321,[]
PriPri Chii-chan!!,19325,[]
Idol Time PriPara,19329,[]
10 Little Gall Force,19332,"['comedy', 'science fiction']"
Present,19333,['drama']
The World Yamizukan,19334,"['horror', 'supernatural']"
Juni Taisen: Zodiac War,19335,"['action', 'fantasy', 'tournament']"
Fairy Tail: Dragon Cry,19338,"['action', 'comedy', 'fantasy']"
Pokémon the Movie: I Choose You!,19350,[]
Free! The Movie -Timeless Medley- the Bond,19351,[]
Free! The Movie -Timeless Medley- the Promise,19352,[]
Free! -Take Your Marks-,19353,['tournament']
Girls und Panzer das Finale,19354,[]
Cute High Earth Defense Club LOVE! LOVE! LOVE!,19355,[]
March comes in like a lion,19356,"['comedy', 'drama', 'tournament']"
UQ Holder!,19357,[]
Children of the Whales,19359,"['action', 'drama', 'fantasy', 'mystery', 'psychological']"
Lights of the Clione,19360,[]
Knight's & Magic,19362,"['action', 'fantasy']"
Hōzuki no Reitetsu,19363,"['comedy', 'supernatural']"
Hozuki's Coolheadedness,19364,"['comedy', 'slice of life', 'supernatural']"
Battle Girl High School,19376,['science fiction']
In Another World With My Smartphone,19380,"['adventure', 'comedy', 'fantasy']"
Inazuma Eleven: Ares no Tenbin,19384,[]
Inazuma Eleven Outer Code,19385,[]
Kimi no Koe o Todoketai,19386,[]
The Reflection,19388,[]
Godzilla: Planet of the Monsters,19389,"['action', 'drama', 'science fiction']"
St. Michael Academy,19390,"['action', 'science fiction']"
Elegant Yokai Apartment Life,19391,"['slice of life', 'supernatural']"
Kami-sama Minarai: Himitsu no Cocotama,19392,"['adventure', 'comedy', 'drama']"
Princess Principal,19393,"['action', 'drama', 'mystery', 'science fiction']"
Dies irae,19395,"['action', 'fantasy']"
Mobile Suit Gundam Twilight AXIS,19396,"['action', 'drama', 'science fiction']"
Owarimonogatari,19397,[]
Citrus,19398,"['drama', 'romance']"
Gamers!,19399,"['comedy', 'romance']"
School Babysitters,19400,"['comedy', 'slice of life']"
Infini-T Force,19401,"['action', 'science fiction']"
A Centaur's Life,19402,"['comedy', 'fantasy', 'slice of life']"
T-sensei,19404,[]
"No Game, No Life Zero",19405,[]
Shoujyotachi no Sadism The Animation,19408,"['erotica', 'romance']"
Hitorijime My Hero,19409,"['comedy', 'drama', 'romance']"
18if,19410,['mystery']
A-Channel,19411,"['comedy', 'slice of life']"
Katsugeki: Touken Ranbu,19412,['action']
Hell Girl: Fourth Twilight,19416,"['drama', 'horror', 'psychological', 'supernatural']"
Rudolf the Black Cat,19417,"['adventure', 'drama']"
Shin chan Spin-off vol.1: Aliens vs. Shinnosuke,19418,[]
The Relative Worlds,19419,[]
Night at High Noon and the Wonder Gate,19420,[]
Twilight,19431,[]
Code:Realize -Guardian of Rebirth-,19464,"['mystery', 'romance']"
Bungo Stray Dogs: Hitori Ayumu,19473,[]
Escha Chron,19474,[]
Convenience Store Boy Friends,19475,"['romance', 'slice of life']"
Action Heroine Cheer Fruits,19478,[]
Restaurant to Another World,19479,"['fantasy', 'slice of life']"
Anime-Gataris,19480,"['comedy', 'slice of life']"
"Fireworks, Should We See it from the Side or the Bottom?",19481,"['comedy', 'romance', 'slice of life']"
Cardcaptor Sakura: Clear Card Prologue,19484,"['comedy', 'romance']"
Cardcaptor Sakura: Clear Card,19487,"['adventure', 'comedy', 'magic']"
Teekyū,19543,['comedy']
Classroom of the Elite,19544,"['drama', 'psychological']"
Eiga Crayon Shin-chan Shūrai! Uchūjin Shiriri,19582,[]
Soreike! Anpanman Buruburu no Takarasagashi Daibōken!,19589,[]
A Sister's All You Need,19592,"['comedy', 'romance', 'slice of life']"
New Game!!,19593,"['comedy', 'slice of life']"
Land of the Lustrous,19614,"['action', 'drama', 'fantasy', 'mystery']"
Kaito × Ansa,19621,[]
Charanpo Land no Bōken,19634,[]
RedAsh -GEARWORLD-,19635,[]
Genbanojō,19636,[]
Zunda Horizon,19638,"['action', 'drama']"
Nintama Rantaro,19639,[]
Nintama Rantaro,19640,[]
Nintama Rantaro,19641,[]
Nintama Rantaro,19642,[]
Nintama Rantaro,19643,[]
Furusato Meguri Nippon no Mukashi Banashi,19644,[]
DIVE!!,19659,['tournament']
The Silver Guardian,19661,[]
Sex Hypnotist Zero,19663,['erotica']
Violet Evergarden,19665,"['drama', 'fantasy', 'science fiction']"
A Predator in a Skirt,19667,"['erotica', 'romance']"
Blend S,19669,"['comedy', 'romance', 'slice of life']"
Inuyashiki Last Hero,19670,"['action', 'psychological', 'science fiction', 'thriller']"
Monster Strike: A Rhapsody Called Lucy -The Very First Song-,19673,[]
Ms. Koizumi loves ramen noodles,19675,['comedy']
Gekijōban Rokumon Tengai Mon Colle Knight: Densetsu no Fire Dragon,19700,"['adventure', 'fantasy']"
Record of Grancrest War,19711,['fantasy']
Senki Zesshō Symphogear AXZ,19724,"['action', 'drama', 'science fiction']"
Ikémen Sengoku: Bromances Across Time,19725,[]
Phantom of the Kill -Zero Kara no Hangyaku-,19740,[]
Mr. Osomatsu,19741,"['comedy', 'slice of life']"
Dance with Devils: Fortuna,19742,"['romance', 'supernatural']"
Black Clover,19743,"['action', 'comedy', 'fantasy']"
Gekijō-ban Hibike! Euphonium: Todoketai Melody,19744,[]
Haikyu!! Sainō to Sense,19745,[]
Haikyu!! The Movie: Battle of Concepts,19746,[]
"Nora, Princess, and Stray Cat",19749,[]
Shashinkan,19755,[]
Hinata no Aoshigure,19756,"['drama', 'magic']"
Fastening Days,19757,[]
Control Bear,19758,[]
Paulette's Chair,19759,['magic']
Ginga Kikōtai Majestic Prince: Mirai e no Tsubasa,19760,[]
Yamishibai: Japanese Ghost Stories,19761,"['horror', 'supernatural']"
The Ancient Magus' Bride,19762,"['drama', 'magic', 'romance']"
The Irresponsible Galaxy Tylor,19763,['science fiction']
Yume Ōkoku to Nemureru 100-Nin no Ōji-sama Short Stories,19766,[]
Augmented Reality Girls Trinary,19772,['science fiction']
Bungo Stray Dogs: Dead Apple,19773,[]
Thus Spoke Kishibe Rohan,19775,[]
Slave Princess Olivia,19777,['erotica']
Karada Sagashi,19778,['horror']
Kase-san and Morning Glories,19779,['romance']
ClassicaLoid,19801,"['comedy', 'science fiction']"
"Donten ni Warau Gaiden: Ketsubetsu, Yamainu no Chikai",19805,[]
One Piece Episode of East Blue: Luffy to 4-nin no Nakama no Daibōken,19806,[]
Food Wars! The Third Plate,19807,"['comedy', 'drama', 'tournament']"
Digimon Adventure tri.: Coexistence,19808,[]
Konohana Kitan,19812,"['comedy', 'slice of life', 'supernatural']"
Fox Spirit Matchmaker,19818,"['fantasy', 'romance']"
Attack on Titan,19819,"['action', 'drama', 'fantasy', 'horror', 'psychological', 'thriller']"
FLCL Progressive,19820,[]
FLCL Alternative,19821,[]
The Rising of The Shield Hero,19826,"['adventure', 'drama', 'fantasy', 'psychological']"
Girls' Last Tour,19827,"['adventure', 'drama']"
A Place Further Than the Universe,19828,"['adventure', 'comedy', 'drama']"
DC Super Heroes vs. Eagle Talon,19832,[]
Himitsu Kessha Taka no Tsume EX,19833,[]
Himitsu Kessha Taka no Tsume Gaiden Mukashi no Yoshida-kun,19834,[]
Himitsu Kessha Taka no Tsume DO,19835,[]
Himitsu Kessha Taka no Tsume GT,19836,[]
Himitsu Kessha Taka no Tsume.jp,19837,[]
Taka no Tsume 8: Yoshida-kun no × File,19838,[]
Kuruneko,19839,[]
Dekiru kana,19841,[]
Lunatan: 1-Mannen no Himitsu,19842,[]
PRECARIOUS WOMAN EXECUTIVE MISS BLACK GENERAL,19843,[]
Africa no Salaryman,19844,[]
Maquia - When the Promised Flower Blooms,19848,"['adventure', 'drama', 'fantasy']"
DARLING in the FRANXX,19850,"['action', 'drama', 'psychological', 'romance', 'science fiction']"
Musasino!,19852,[]
The Ryuo's Work Is Never Done!,19872,"['comedy', 'drama', 'romance', 'tournament']"
